ADD TYG 567,3 25235 725182
ADD CQG 69,7 81598 526294
ADD WZI 481,1 88159 206567
UPDATE OHN SQE 38,5 27083 872634
ADD IXI 649,0 40683 333643
UPDATE TVP BNL 41,8 73996 812748
REMOVE IBM 598,2 30372 153275
ADD KVN 837,5 29931 242895
ADD TXW 226,4 5483 705570
UPDATE VPH UXS 17,1 2718 285848
ADD EUV 432,5 32170 281103
ADD PIF 120,9 14504 771511
UPDATE UPB TSQ 71,2 75836 505182
ADD IIC 934,1 88849 840012
ADD CNW 160,8 7392 442168
ADD DSG 71,0 85792 318939
REMOVE MDF 389,7 10939 271480
SEARCH MCR 44,9 69208 420080
REMOVE UKI 936,2 17021 802867
UPDATE QEL PHD 45,0 17101 461203
ADD LXJ 741,9 60474 590913
ADD PEP 294,6 60101 777474
ADD NTB 591,4 24542 717876
REMOVE YDO 63,9 56495 914671
UPDATE NYT VBB 95,6 80995 690164
REMOVE BFH 333,4 53138 185220
REMOVE VQX 388,0 63766 740405
ADD ARW 188,6 16461 697634
REMOVE GXG 557,9 6012 389946
REMOVE UTJ 21,8 56265 489783
UPDATE TLM ESA 18,6 46863 200893
ADD MOW 184,1 79029 75733
ADD CUX 964,1 76373 896955
ADD PSJ 30,0 61151 502950
ADD OAR 97,0 60120 454510
UPDATE FVV UUI 90,7 5636 533476
SEARCH ANJ 683,3 43904 215940
ADD KDC 539,2 84724 330140
REMOVE EYO 504,5 60649 636033
ADD FRY 529,7 29243 294226
REMOVE RVI 112,8 42864 214398
REMOVE HEM 47,6 56553 46554
REMOVE PHE 469,6 5089 87662
UPDATE HTA SYG 40,5 78343 970087
ADD CUE 705,1 51014 4329
REMOVE LNN 194,5 80453 885298
ADD HWF 688,4 4942 863616
SEARCH WNA 728,0 70489 586635
ADD CBP 986,2 21503 167185
SEARCH OND 190,7 47015 478377
ADD KHB 873,8 42547 827789
ADD SNT 489,6 33945 457434
UPDATE AUC PRI 76,0 55645 439123
REMOVE QXF 304,3 61223 792830
REMOVE YZZ 22,9 12325 598931
SEARCH VFM 250,0 46011 41024
ADD INW 103,9 36261 964350
SEARCH IRR 316,9 41876 885008
ADD OMF 64,9 6340 660652
UPDATE YXS RMU 79,5 43991 194459
ADD JFI 88,9 37226 486154
SEARCH UQR 507,1 85866 146625
REMOVE HAU 554,0 53424 295037
REMOVE JHM 164,9 64656 635185
ADD XQJ 629,0 44695 469209
ADD MEU 644,1 12387 770725
ADD SCK 804,6 21405 680104
ADD RRB 12,8 54611 106373
REMOVE XEM 471,0 42523 971916
UPDATE SWA QRG 40,5 39177 46469
ADD MPN 792,9 41458 857115
ADD OGQ 528,3 11036 558968
REMOVE KQT 440,2 1389 624073
REMOVE IQO 234,7 84297 755811
ADD JUL 498,7 40603 804585
REMOVE IMX 84,0 86838 491249
SEARCH ZLL 205,2 76649 352877
ADD GEN 968,9 86012 603663
UPDATE OHA EBA 86,3 67548 637632
ADD BGG 284,2 32756 394127
ADD DZF 903,4 17485 137795
ADD FXL 396,5 17918 873704
SEARCH ZRI 851,5 68681 85902
ADD JGX 925,9 42493 990008
REMOVE NXG 201,6 54344 614605
REMOVE GWG 906,8 5935 924259
ADD SQE 223,8 2107 344413
REMOVE SWO 771,9 10128 388914
ADD RCB 435,3 6921 188371
REMOVE WJD 500,6 89488 589051
REMOVE CSM 649,0 80237 351744
SEARCH GQJ 824,0 20919 505406
ADD AMW 224,3 24720 768003
SEARCH DOR 752,2 98774 723843
SEARCH XXQ 72,1 46614 786401
SEARCH UWG 923,5 38745 627948
UPDATE EJZ NIK 63,0 69449 144055
UPDATE ZOQ BBJ 94,3 91905 517903
ADD TEA 756,7 75186 463548
REMOVE ZDB 12,5 87297 785924
REMOVE SLY 495,1 72260 646325
REMOVE YTN 463,9 68983 536700
ADD SMF 725,0 17353 669158
REMOVE HEB 158,1 6756 335606
SEARCH VQU 364,8 714 241188
SEARCH BQA 441,7 24023 986790
UPDATE VAI EDU 9,9 68888 538011
ADD RTO 115,2 86842 431437
UPDATE EES QIP 87,1 34168 856147
ADD JCL 444,2 41080 808498
REMOVE MAW 665,6 26566 316816
ADD TDZ 745,1 97742 57088
ADD MCR 841,5 22436 950906
UPDATE DQF VZG 18,5 92888 852276
ADD YYD 414,4 94815 775838
REMOVE ZEG 198,2 78293 364450
UPDATE TYS JAG 77,4 27423 124829
ADD OMM 220,9 23768 573770
ADD LFX 849,1 37077 359420
ADD AGJ 321,7 39557 227177
SEARCH BJC 350,2 46085 152092
REMOVE YJV 281,0 4197 386922
REMOVE RAL 777,3 8173 242236
REMOVE DMN 902,2 96117 932614
ADD EVM 621,2 90038 319559
SEARCH IEC 972,8 24762 491345
ADD PBB 639,4 54593 636038
SEARCH AHL 854,0 8724 776482
ADD VLU 575,4 29936 499797
ADD XND 596,2 56280 141758
SEARCH KGU 95,6 58303 338780
REMOVE YAS 909,0 89310 155232
REMOVE LHE 659,3 33868 71196
SEARCH OGS 540,4 59991 541578
REMOVE UZA 368,0 38025 145512
SEARCH SEP 433,3 7121 364578
REMOVE YNS 929,4 86481 156134
SEARCH PVQ 46,6 85308 17062
SEARCH GYA 390,7 24088 258250
SEARCH PWQ 449,9 76647 285826
ADD EAK 398,7 64587 318709
SEARCH LXU 879,2 88872 187987
SEARCH JRO 376,4 36532 486967
ADD DSA 904,9 35632 296881
SEARCH IXM 110,3 90460 554337
ADD XNK 894,3 39511 145127
ADD PWB 41,1 62129 510044
REMOVE OIR 115,2 54125 905053
UPDATE AKM YPX 13,4 36478 293640
ADD JQZ 43,4 93669 980411
ADD SKA 617,2 64804 577726
SEARCH BEH 224,1 55424 907023
REMOVE INQ 99,7 43004 899111
ADD TNY 583,1 54553 17121
ADD SIS 167,7 39651 818608
ADD ZZV 238,0 44791 858875
ADD LTS 606,3 2342 722768
SEARCH XCV 169,0 31508 192441
SEARCH TKG 859,0 14797 123622
SEARCH UIU 823,5 24426 34784
REMOVE HPI 66,0 50769 779658
REMOVE NJP 194,2 26911 155004
REMOVE KRG 479,2 85455 97058
REMOVE CVD 16,4 74450 754115
REMOVE MOT 665,9 60232 486510
ADD JRL 631,7 51787 336689
ADD YZO 728,8 63707 314628
REMOVE SLV 858,4 18583 39439
REMOVE IDW 814,7 61828 230701
REMOVE MQL 878,8 53569 424653
ADD ERZ 963,4 10242 103081
ADD VBG 772,0 3453 803490
REMOVE HLD 49,1 24351 651810
ADD NES 263,6 57273 932742
REMOVE DZU 343,0 85383 405149
ADD SBF 519,5 91335 664132
ADD ZQG 429,3 75943 580727
SEARCH MPZ 161,9 72084 130960
SEARCH UOI 642,7 75453 343266
ADD AQQ 14,9 11727 974639
SEARCH KKU 374,5 96816 19762
ADD YBU 602,3 37342 162988
SEARCH LNZ 973,6 10777 862089
REMOVE PRS 890,7 21988 181017
ADD YLR 218,8 16583 891955
REMOVE CWH 824,9 94530 909279
ADD HVS 577,3 67493 2716
ADD TYQ 512,0 72649 798761
ADD ASI 503,4 20917 538722
UPDATE ICU VPP 27,0 51907 889529
ADD PMC 58,6 8543 465118
ADD ZYT 728,0 84065 988537
UPDATE JQX DTD 69,8 99357 528908
ADD BZY 476,5 54265 676460
ADD BKV 453,9 30663 463978
REMOVE WBI 608,9 44202 726555
ADD JJJ 135,1 50325 918070
UPDATE UBE VSG 40,7 50241 59761
REMOVE BJL 179,7 85884 155182
UPDATE KOD JOY 17,4 63436 572311
ADD OER 628,1 50931 920978
REMOVE HTX 595,8 59491 778729
ADD RXJ 26,5 59341 187685
REMOVE EHW 716,3 12 830936
ADD IDM 726,9 90976 62457
ADD PQK 95,5 86283 632697
ADD KHM 837,1 14912 663751
SEARCH QYC 184,0 70623 769941
SEARCH LXM 227,5 7011 825872
UPDATE PFM EYG 27,0 40234 704661
ADD MBX 821,1 1373 747957
REMOVE DXZ 799,7 14817 11041
ADD YUF 382,5 10451 981883
ADD NTH 744,6 73812 913365
ADD TOT 9,6 12409 496564
ADD ATI 582,6 83858 465475
REMOVE OOL 620,0 78785 815208
REMOVE SWF 682,7 42913 434176
REMOVE OOB 174,7 67510 37053
REMOVE NJC 839,2 25536 816929
REMOVE KDF 715,8 84739 757839
REMOVE FYX 343,8 74389 411479
UPDATE ACL EPY 16,1 66210 780623
ADD MIX 288,0 92756 234821
REMOVE IAH 504,0 66907 936377
REMOVE XMH 680,3 97343 691774
ADD RDP 277,3 85607 748239
REMOVE CKU 837,8 62080 7281
REMOVE YYB 311,7 85278 645802
ADD HSA 669,9 83342 324056
REMOVE XQI 27,5 85712 800337
SEARCH YCE 70,0 46239 690136
ADD QUE 111,5 43278 484888
ADD AKU 244,6 7121 518273
ADD DVM 278,1 9728 73255
UPDATE MVF GWO 67,8 90077 903352
SEARCH MBA 540,6 45500 256742
ADD SHS 587,7 30173 569653
UPDATE JJX YUB 36,0 83586 210442
SEARCH BJL 450,3 60285 454258
ADD DRF 552,0 34335 128271
SEARCH KMM 429,9 65323 411387
ADD OVG 336,1 28310 46934
UPDATE IXD JDS 75,7 57607 649309
ADD EFM 932,9 93262 593794
UPDATE AWG HNE 63,6 29029 37870
SEARCH SRU 724,4 9725 773236
REMOVE FYU 371,4 29523 25154
UPDATE TAP WLW 44,2 74167 250987
ADD XCD 257,1 91155 42670
UPDATE ZBL EGU 4,3 78806 194300
REMOVE SNR 602,9 2013 969663
SEARCH OYO 628,3 93412 33660
ADD MRT 778,7 1908 55717
ADD MXF 226,4 26016 78177
ADD ADV 349,7 30660 987207
SEARCH AWC 954,7 91504 191358
UPDATE EUZ DFP 44,3 91225 948008
ADD VGQ 860,3 32788 783625
ADD NDJ 884,7 4141 977559
UPDATE YYJ KRM 51,5 1788 829971
REMOVE LDG 147,2 354 50244
ADD IAW 568,5 53440 653156
ADD ONR 243,8 15477 953583
ADD HRE 798,4 59817 277073
REMOVE QVL 313,3 77340 552058
REMOVE IMX 864,8 25654 759889
ADD ZXE 819,9 4410 778859
REMOVE BDB 478,0 95060 788918
ADD ZWR 182,9 22374 186356
ADD WOT 73,9 94876 531421
REMOVE DZO 551,3 89818 959722
REMOVE JTN 304,8 62659 259369
SEARCH XGP 47,7 77811 613214
ADD BBE 348,7 61722 689619
REMOVE CLA 541,1 87733 500228
ADD AKG 307,1 88657 507140
UPDATE ZUC HIZ 81,6 29974 701143
REMOVE SBZ 389,8 57406 451092
ADD RFO 579,6 22284 86346
ADD ZTT 878,7 61168 805837
SEARCH SMA 544,5 65144 430675
SEARCH USQ 0,7 35012 821139
REMOVE XBB 745,8 41203 507704
SEARCH SPY 333,4 23001 142929
ADD PMM 940,7 43367 938793
SEARCH BYF 22,9 11658 356252
UPDATE JVD YXB 31,3 94267 696828
ADD LNE 374,3 27717 240355
ADD WUX 399,0 43505 945762
UPDATE OCZ AHQ 86,5 27487 118931
REMOVE HCC 617,7 5457 650019
REMOVE HMI 676,3 31085 808710
REMOVE DSK 247,6 8055 434502
ADD RYW 111,4 48089 14105
ADD WKK 474,2 10104 695755
ADD JXT 519,8 56698 863064
ADD QVB 343,0 98802 278318
REMOVE VXX 294,1 45992 418570
SEARCH QVN 816,6 42024 769692
ADD EWE 801,2 95424 278635
ADD NND 165,3 56134 107273
ADD RWH 232,4 99111 793207
REMOVE RNT 809,8 21505 890351
ADD ECH 599,2 54504 350020
SEARCH RSY 216,2 56758 725507
ADD CWH 17,3 43502 839873
ADD HPI 92,0 57763 848402
ADD OSY 337,2 39551 855479
ADD CST 909,3 42092 973167
ADD LXG 169,3 34315 302379
ADD JJR 416,7 44103 6927
SEARCH DGR 116,0 76188 691675
REMOVE BTX 799,5 49401 131521
REMOVE MDU 168,1 85845 369190
UPDATE NCX PBT 9,5 37078 757011
UPDATE GJX NFD 3,9 25091 420054
REMOVE XVW 276,7 36794 313792
UPDATE WBW PWH 44,6 73502 69827
ADD JGO 601,4 80222 701931
ADD DVK 586,7 84442 37031
REMOVE PEB 248,8 88117 169268
ADD UAT 620,0 82478 68442
UPDATE ISU TFR 17,5 77204 542338
ADD NKI 898,0 3186 449174
ADD HYJ 474,3 8404 304611
UPDATE TDH IAZ 31,5 68758 520934
SEARCH IWB 379,5 59447 329748
ADD RIZ 907,1 38878 936999
UPDATE HNE NTH 30,7 7143 716496
ADD BSD 168,3 73268 681399
SEARCH OQH 565,5 65350 29720
ADD DXJ 531,1 54589 627776
ADD VGH 618,9 56737 49996
REMOVE MHT 46,7 92570 571475
ADD GPH 807,0 60838 720843
REMOVE RXW 553,9 41202 277129
SEARCH NRO 401,6 23302 361321
ADD VXK 531,3 28817 154071
ADD VRD 562,3 44289 349607
UPDATE ZNC GFZ 19,9 16165 787492
ADD WOB 148,2 31491 836021
ADD CMT 115,9 96938 923811
UPDATE STR QBD 84,1 23677 974469
SEARCH NFF 89,8 18849 354750
ADD RFS 926,1 88365 96024
ADD RBV 341,9 29063 975551
REMOVE KHL 829,1 22627 216650
REMOVE BWJ 552,7 6009 854764
UPDATE CEG YAH 37,2 72679 916714
REMOVE YCQ 346,0 60580 289593
REMOVE TZZ 291,8 53730 753871
REMOVE KRO 709,2 37012 798286
ADD PWV 218,5 7440 901712
REMOVE RXM 356,2 90755 387121
ADD RBI 716,7 28742 39095
REMOVE PYF 616,2 15323 727835
REMOVE KFT 156,8 33409 712689
UPDATE VBF TVD 23,0 81950 980766
ADD OTD 93,8 75503 410718
ADD LHP 479,1 34787 600481
REMOVE QOT 390,9 63279 751004
ADD IZU 775,2 78664 512008
SEARCH LJS 363,0 37033 188386
UPDATE FAP DTO 69,6 4088 738854
REMOVE QWL 312,3 56521 349080
ADD YYP 654,7 87666 520998
ADD JMC 308,9 43565 124496
REMOVE RCX 473,7 99092 515947
SEARCH WSM 579,8 16915 605195
ADD KXO 74,7 93078 659093
UPDATE XFC RRM 19,3 24191 732316
REMOVE POB 720,3 39828 569887
ADD ATH 850,8 714 427331
ADD AMA 853,4 4105 444480
REMOVE WGR 884,7 50931 551483
ADD OEV 636,7 35067 873775
REMOVE RFA 315,3 88003 69493
SEARCH OWZ 237,5 40641 447768
UPDATE EQD ZEF 94,9 2751 235944
ADD VEF 880,1 48993 638847
SEARCH BGG 274,6 32042 318572
REMOVE LOS 296,8 23879 602190
ADD NSW 197,7 71105 48668
SEARCH OWB 219,1 32705 414459
REMOVE FSU 934,9 71757 621522
REMOVE SYT 720,0 29223 911253
ADD NIG 924,9 47729 352626
REMOVE ECB 209,2 86906 493363
REMOVE QYU 41,1 68136 198046
REMOVE AWY 609,4 27258 422863
ADD WFI 952,1 19578 497
ADD DMC 97,3 88428 879255
ADD QMS 304,2 10862 469004
REMOVE FOJ 626,5 48448 88235
REMOVE YAC 817,0 77914 90212
SEARCH LHR 660,9 65386 132412
ADD KTF 155,7 45120 662753
REMOVE UBR 753,1 37039 960186
ADD EAA 72,7 41164 76168
ADD OTX 886,5 31721 455148
UPDATE NZI BKZ 56,0 53902 24522
ADD OQY 211,4 60336 795070
ADD BTG 39,8 1495 337257
REMOVE JBG 225,7 90916 689563
SEARCH VZZ 868,7 34031 175401
ADD PZJ 449,5 24875 256068
SEARCH ISO 761,7 75643 627305
REMOVE GQM 91,0 87077 5171
ADD WHO 41,6 51486 811023
SEARCH FUZ 746,3 93323 879120
REMOVE GGG 918,9 1898 528868
ADD HKX 573,4 96754 245788
REMOVE UUG 948,1 52184 890833
ADD WLV 115,9 8942 187014
UPDATE BSK RYP 27,3 90080 209922
ADD WJK 666,1 59392 801560
ADD GHM 335,1 3741 976098
REMOVE QMG 128,2 19492 548707
UPDATE GNS LMD 11,6 5359 190014
REMOVE HUQ 294,9 52390 741763
ADD YRE 704,4 24850 457344
SEARCH OQX 441,3 52603 900281
SEARCH XQL 840,7 13168 605011
UPDATE AXJ BYC 37,2 59080 358484
ADD ZOM 339,9 93621 946511
REMOVE RUQ 684,8 69862 467842
ADD TQE 820,1 76097 137471
REMOVE MUF 745,2 6675 402202
SEARCH BNB 638,1 95464 837734
REMOVE FJD 928,1 94851 64819
REMOVE TVS 231,0 48135 656790
ADD ZWC 843,7 18122 773168
REMOVE KNM 848,4 38722 235708
UPDATE IFA VRU 4,4 8828 68352
SEARCH UES 189,5 63815 899546
REMOVE ZMO 244,4 69762 318986
UPDATE KSL IPC 16,7 12323 460158
ADD FWP 506,2 81861 428270
ADD WBM 960,4 45512 502235
UPDATE JNA PUD 15,2 16104 529683
ADD MEZ 890,4 78911 159867
REMOVE JKT 454,9 77577 450184
REMOVE ODJ 962,4 2049 883576
REMOVE ZMZ 7,7 12984 983675
SEARCH DCW 428,0 34354 392172
ADD NWL 29,7 53644 947039
ADD SMT 934,9 7219 96970
REMOVE HAX 588,5 79590 770160
ADD ICC 551,9 37225 707572
ADD MMC 141,9 82163 316967
ADD DZQ 750,8 95016 735142
SEARCH XEW 382,7 28995 715851
REMOVE NJU 517,6 7961 323002
REMOVE WJP 937,8 61701 622112
ADD IXG 804,9 25788 821757
ADD TSQ 98,3 34794 254488
UPDATE GKD EKA 10,2 88917 631212
SEARCH PDZ 472,1 71457 659412
UPDATE CQL AGY 59,4 89588 357214
REMOVE COR 587,5 4051 840068
REMOVE RCA 261,2 90332 358685
REMOVE JVK 52,2 51931 411526
ADD UIO 252,2 69072 22921
REMOVE MIA 310,3 74398 858366
ADD XRU 229,9 74449 114242
SEARCH WIA 441,4 85928 812372
REMOVE QNZ 434,8 70860 711276
REMOVE BON 903,6 19190 497721
REMOVE PEK 227,0 78494 482182
UPDATE KPB PIC 97,4 48533 599729
REMOVE HXA 884,4 53476 106437
ADD VGE 381,7 4481 992727
ADD IYP 845,1 76002 879630
ADD EQL 900,9 29147 484149
ADD TGY 975,5 19756 465287
ADD LYN 534,0 88785 849828
SEARCH JTG 821,9 65755 945055
ADD ZMH 393,4 27454 646321
UPDATE ENI OSW 85,5 92033 121434
UPDATE UPY BXZ 63,4 83449 940322
ADD BGX 724,1 2858 171557
ADD WZT 587,9 56950 680938
REMOVE HRC 290,6 54696 598731
UPDATE LGO BLA 41,5 44949 179530
ADD XUD 437,4 43661 99521
REMOVE BCL 496,6 68972 848279
UPDATE YGG OME 29,6 19444 624529
REMOVE EJI 610,5 75843 482950
ADD XSJ 80,7 36063 146588
UPDATE FDY LXB 80,0 51884 380566
SEARCH REP 653,6 463 751950
ADD VIL 856,5 15418 413947
UPDATE QDB HII 52,6 61432 799855
UPDATE DVU BYM 45,0 92959 897168
UPDATE VGE QAP 27,8 58978 767626
UPDATE QNE MPZ 6,1 14155 379493
REMOVE GVQ 928,1 43210 454083
SEARCH XMK 261,3 13791 709774
ADD KOL 833,6 60450 864636
ADD IYT 45,6 55097 315320
SEARCH BTI 139,3 64378 522181
UPDATE CLS YGK 87,4 19930 258107
ADD IBN 967,5 72510 440423
SEARCH LRH 512,3 75612 767730
ADD BLS 883,1 21854 331258
UPDATE VVF TVT 41,4 42550 931997
REMOVE GTH 132,1 76125 784271
UPDATE OLQ MYM 71,7 34991 720698
UPDATE GOO UDI 46,2 24389 982533
ADD ZVU 769,7 74063 936712
ADD DFE 87,8 11217 8104
ADD BGP 757,0 48334 526317
UPDATE HHG AFR 24,1 65141 857008
REMOVE JHD 780,3 24554 799698
REMOVE PWF 902,7 10144 57703
REMOVE JTS 564,6 19073 389341
ADD TYQ 112,9 6387 821877
REMOVE GRC 247,8 62104 926744
UPDATE LBN VQB 81,9 54377 61204
SEARCH SZV 409,0 90163 887275
ADD HLJ 864,1 85421 714805
UPDATE CFH QTT 69,3 48147 553515
SEARCH HFC 343,8 6537 689155
REMOVE YGM 272,2 69975 254077
ADD QMG 641,0 65884 129430
ADD SEI 882,2 23871 582832
REMOVE IQD 268,3 32749 651562
UPDATE YTP SFC 10,6 81372 378682
ADD VUQ 950,2 63954 589826
UPDATE RSE CGG 93,9 1043 876726
ADD EMH 331,2 7303 560631
REMOVE PDQ 820,5 12323 130299
ADD LIS 11,8 19178 119231
REMOVE NBI 417,9 14801 989356
ADD NAU 898,5 76139 974806
ADD PWV 685,2 75149 882568
ADD XVF 514,1 61794 745863
SEARCH HMT 582,5 98743 488791
REMOVE PVD 357,7 65344 483002
ADD WVW 926,2 37631 747369
UPDATE MUI GNE 83,7 30170 896166
UPDATE JWZ TZC 3,3 87549 737720
ADD SYB 301,5 36035 945329
REMOVE YGM 839,2 16955 564458
REMOVE OES 838,2 21421 171014
SEARCH NQX 278,1 57667 763524
UPDATE NGH EFQ 14,4 21835 477883
ADD UMG 815,5 59545 672778
SEARCH ALO 231,2 93144 742639
SEARCH ULL 658,6 3180 157156
ADD ZKU 973,7 62256 481975
REMOVE RDE 32,4 4327 986278
ADD UER 879,9 90444 6595
REMOVE QDV 815,9 60254 335886
ADD BPU 72,5 29088 178469
UPDATE YMC DRV 53,1 45143 552495
REMOVE NNO 378,9 55345 362670
ADD XVR 820,7 97351 31006
ADD DKQ 183,6 33349 178689
ADD ACW 281,7 90685 805790
REMOVE JJO 945,9 18410 606956
REMOVE QEP 451,9 88740 8650
ADD RRT 112,0 73903 388506
REMOVE KDZ 593,6 85227 233768
ADD GGS 600,2 84978 287127
ADD BUO 788,6 13641 338486
REMOVE DSH 268,7 72623 987886
UPDATE DAC BZA 40,1 35428 255059
UPDATE WTQ PWF 78,8 68829 42365
ADD BLP 497,1 62664 888427
REMOVE BFU 945,0 34992 88955
UPDATE OJB ZSF 43,0 63168 305639
REMOVE WQG 877,9 99643 599111
UPDATE UNS CMD 28,9 84255 217940
ADD CMZ 944,1 65504 10392
SEARCH REU 685,5 40644 347367
ADD JZC 100,8 25825 24439
SEARCH XGV 832,2 52400 672578
ADD BYU 351,7 14826 640040
REMOVE NAJ 751,4 81575 771745
REMOVE JSA 577,5 13789 678455
SEARCH IHK 837,9 24589 616417
SEARCH OZR 79,6 56695 324560
ADD MEC 372,0 27004 93674
ADD QIM 906,3 72577 440648
UPDATE CCY ZCD 36,1 5671 28769
ADD ZGE 248,7 29892 913659
REMOVE ODZ 564,1 86266 58181
UPDATE PEZ MEL 28,0 41328 625852
ADD SIQ 239,1 20099 324930
ADD YUU 917,1 30 347886
SEARCH SPD 880,4 57751 127782
ADD UBE 148,8 37077 275132
ADD ZQJ 87,0 74777 346544
ADD NYR 25,1 57047 715647
UPDATE SQY MNG 32,9 73496 577048
ADD SYJ 44,7 35155 62190
ADD RBT 120,8 49388 402454
UPDATE EJE UZM 52,2 30885 751890
ADD KIS 742,4 14393 270794
REMOVE HZJ 440,9 34716 396081
SEARCH OPN 253,3 93331 984060
ADD NTL 894,5 30474 365287
UPDATE CPB IKJ 29,3 55294 806199
ADD WVF 921,2 11913 94706
SEARCH ZLJ 331,6 36321 189163
ADD ILC 477,4 33324 51423
SEARCH SHO 302,0 3872 778930
REMOVE YSC 803,1 78494 280497
ADD DVY 958,3 70984 374470
REMOVE ZGQ 757,3 2659 722517
ADD YPT 428,6 6899 552468
REMOVE KUQ 239,6 60645 606594
ADD SLX 250,3 63654 450646
ADD LAC 424,3 56745 369216
UPDATE YZO ZTH 35,5 44020 577052
REMOVE BWM 922,8 101 453491
UPDATE SEI IKK 36,7 5843 61713
UPDATE WTT RRP 34,0 7526 716802
ADD QAU 180,0 58689 837104
ADD VGA 413,6 47259 330022
REMOVE SKJ 941,3 76229 417745
UPDATE LAZ YGG 56,9 46033 137819
ADD FJM 195,1 20716 466440
ADD KAC 931,7 29358 754671
REMOVE PMZ 853,1 20489 980953
SEARCH JXL 681,6 16918 397082
ADD XLA 474,9 36614 521682
ADD SKT 306,9 60601 796840
REMOVE TPM 739,2 50216 263866
ADD QDA 995,1 4489 247621
UPDATE ONH EBP 42,0 42334 439232
REMOVE DXW 897,1 79034 459135
SEARCH QVV 548,7 79607 153669
ADD KVM 74,3 74690 809754
SEARCH WTE 497,2 69553 749865
REMOVE HWD 653,5 88457 380319
REMOVE MCT 63,1 4912 748163
REMOVE ILY 693,5 65525 511252
ADD MUA 573,3 71183 25434
REMOVE EFZ 558,3 9557 674930
UPDATE JYP BSA 65,9 87433 220682
UPDATE URV RTG 97,0 11006 748927
ADD CMX 367,5 50298 333450
ADD DBM 234,7 16598 549473
SEARCH WRT 135,7 36975 103204
ADD ZVK 753,2 73908 769909
ADD CWY 631,5 93641 855803
REMOVE CJI 181,7 99358 487146
ADD JZW 992,9 66278 753930
UPDATE IHZ TEQ 78,0 44102 135826
ADD HVD 748,8 74617 645865
ADD RGH 753,0 33350 663455
UPDATE ALE GKI 53,9 15245 483120
ADD IYK 955,6 80987 99353
UPDATE HDX NEP 5,6 26680 840986
ADD MLU 488,4 78480 412606
UPDATE XML WGV 4,1 54982 539861
REMOVE OBT 611,6 79798 324209
UPDATE HWY ABR 63,6 10403 328943
UPDATE SYA BCT 20,9 70843 409244
SEARCH LKS 970,9 26459 607385
REMOVE MME 854,8 1421 809416
UPDATE MBK SSX 51,2 30924 173939
REMOVE JXG 860,1 23629 370386
ADD IWZ 58,4 34825 83182
ADD EGM 916,8 14620 916250
REMOVE TOA 773,9 60617 399295
ADD JUW 103,1 98730 757774
UPDATE VTY KTT 56,0 77815 308616
ADD JUB 653,0 43137 130187
ADD ZFA 950,1 92262 693283
SEARCH CFL 816,2 36438 926297
REMOVE FLD 605,8 97910 510333
ADD GBN 326,0 19693 336688
ADD HLY 455,6 46417 663307
ADD RLT 509,1 44950 289023
ADD JDY 628,3 88855 349335
REMOVE GNN 39,0 78522 54479
REMOVE ZEA 770,9 1397 714634
SEARCH OHV 544,1 6501 956102
UPDATE JUU LHF 10,4 644 954848
ADD FJY 350,7 55819 318083
UPDATE GJU ENF 80,9 939 485460
ADD ONT 3,6 99369 386310
ADD UUO 767,5 94958 211247
ADD CBO 504,7 83384 33971
SEARCH IPX 477,1 91586 543293
REMOVE HQY 295,3 99294 501027
REMOVE OQF 969,3 67730 164556
UPDATE AWT XBQ 3,3 87276 899937
REMOVE AMX 530,9 69979 226668
REMOVE YJE 755,2 1340 426009
REMOVE WBZ 62,2 67205 70226
REMOVE WDW 737,5 25973 321298
ADD JIG 394,6 86959 687185
UPDATE XLV DVY 66,0 8143 551836
REMOVE QWK 807,7 65364 833572
ADD NMW 660,2 77109 286591
REMOVE TQZ 126,0 11075 34156
ADD ZRA 448,3 20406 567082
ADD GDO 421,3 51469 212595
ADD YQI 848,3 69166 656400
ADD SXS 133,0 24787 161328
ADD KUZ 290,9 9456 660766
REMOVE XRP 769,8 96517 928182
ADD RII 4,6 12318 482361
UPDATE MTS AGG 81,9 46734 691398
ADD ZDJ 626,2 61158 942519
ADD WAF 116,8 42531 455336
UPDATE HDJ SUA 55,3 53217 16582
REMOVE ALX 334,1 30797 686226
ADD ANZ 235,8 6765 234003
ADD CPQ 674,1 20443 158931
UPDATE UNL GUV 27,2 7761 316357
ADD GVW 610,5 62145 46360
SEARCH VEF 868,7 44444 835595
ADD JSH 491,5 14187 938993
REMOVE CRR 154,7 29762 220524
REMOVE LBO 444,0 90630 815064
REMOVE FZD 533,0 68187 172765
ADD BVT 165,2 75616 770651
ADD AYL 810,2 26251 577958
ADD KPK 524,1 9725 506408
ADD FPL 428,3 95233 352558
ADD OBX 490,5 9837 816011
ADD LEK 568,4 51589 202309
ADD UTD 13,6 91390 399146
ADD RKX 949,6 57657 10709
ADD MQN 596,2 83202 964816
UPDATE JLN HPP 68,1 57313 340135
ADD PLY 172,4 71704 313647
REMOVE IIX 577,6 86579 163250
ADD RYE 432,7 72999 820262
REMOVE IQM 362,8 59570 671001
ADD XYK 646,8 92076 492390
SEARCH PZM 952,1 39432 914144
REMOVE ZDG 131,3 8945 778783
SEARCH SRZ 154,0 76417 277273
REMOVE DZI 975,1 75756 710429
UPDATE GMJ MIO 6,7 879 945462
ADD AEP 602,2 70109 799094
SEARCH GCN 589,6 56851 760418
ADD ZQG 876,3 79879 623522
ADD FAW 536,7 98415 949182
